post_ID,platform,content,timestamp,sentiment_score,category
54,Twitter,The material is breathable and lightweight.,2025-02-06 16:27:32,0.87,Clothing
55,LinkedIn,Perfectly ripe bananas for smoothies.,2025-01-14 05:44:26,0.94,Groceries
56,Facebook,The hot air balloon ride was enjoyable but brief.,2025-02-03 06:52:10,0.0,Travel
57,Twitter,The fusion dishes were surprisingly delicious.,2025-01-23 12:59:15,0.59,Dining
58,Facebook,The new almond milk tastes so creamy!,2025-03-05 21:12:47,0.94,Groceries
59,Instagram,Discovered new detox drinks.,2025-02-20 10:25:17,0.76,Groceries
60,Instagram,Too much salt in the packaged soups.,2025-03-15 14:02:56,-0.69,Groceries
61,Instagram,The comedy series had a few good moments.,2025-01-23 09:35:00,0.0,Entertainment
62,Twitter,The storyline was predictable but engaging.,2025-03-15 02:41:06,0.0,Entertainment
63,LinkedIn,"Following a sleep schedule, results vary.",2025-01-02 04:08:41,0.0,Health
64,Instagram,The festival lineup was uninspiring.,2025-02-01 15:15:51,-0.7,Entertainment
65,Facebook,"Shifted to herbal teas, taste is fine.",2025-03-10 20:03:06,0.0,Health
66,Facebook,Attending regular health check-ups for peace of mind.,2025-03-06 02:09:23,0.55,Health
67,LinkedIn,The snorkeling experience was cut short.,2025-02-17 06:37:27,-1.0,Travel
68,LinkedIn,Learning Kubernetes for container orchestration.,2025-02-26 05:56:51,0.68,Education
69,Facebook,The dairy products expired before the mentioned date.,2025-01-02 21:02:44,-0.53,Groceries
70,Instagram,The breakfast spread was fantastic.,2025-03-17 21:16:51,0.67,Dining
71,Twitter,The sailing trip was serene and calming.,2025-01-27 00:45:43,0.59,Travel
72,Facebook,Loved the ambiance and friendly staff.,2025-01-19 08:56:32,0.96,Dining
73,LinkedIn,Great variety of sizes and designs for all body types.,2025-01-03 02:31:22,0.67,Clothing
74,Instagram,Looking at deals on high-capacity external drives.,2025-03-15 09:54:11,0.0,Electronics
75,Twitter,Irregular meal timings affecting my metabolism.,2025-01-10 21:56:52,-0.65,Health
76,Instagram,Exploring options for smart home devices.,2025-01-08 16:24:04,0.0,Electronics
77,Instagram,The underwater diving felt rushed and unsafe.,2025-02-24 04:34:29,-0.57,Travel
78,LinkedIn,The sci-fi concept was interesting but poorly executed.,2025-02-24 20:41:54,0.0,Entertainment
79,Twitter,My new action camera records stunning videos.,2025-01-01 09:38:45,0.6,Electronics
80,Twitter,The new arrivals are trendy and elegant.,2025-03-07 09:48:55,0.88,Clothing
81,Facebook,Examined the sugar content in granola bars.,2025-03-08 02:03:56,0.0,Groceries
82,Twitter,Switching between high and low-impact workouts.,2025-01-01 14:13:26,0.0,Health
83,Instagram,Graphics card performance is underwhelming.,2025-02-10 20:12:17,-0.88,Electronics
84,LinkedIn,The actors delivered phenomenal performances.,2025-03-03 00:46:15,0.84,Entertainment
85,Facebook,Feeling overwhelmed with too many assignments.,2025-01-18 12:42:48,-0.67,Education
86,Twitter,Struggling to stick to my diet plan.,2025-01-21 17:17:05,-0.82,Health
87,Instagram,Experimenting with different meal plans.,2025-03-14 12:03:08,0.0,Health
88,Facebook,Building confidence with regular practice.,2025-02-14 08:07:51,0.55,Education
89,Instagram,Researching available graphics cards for gaming.,2025-02-05 21:22:35,0.0,Electronics
90,Instagram,The heritage tour was detailed but lengthy.,2025-02-12 10:15:30,0.0,Travel
91,Facebook,"Received my order, looks as expected.",2025-01-04 03:14:45,0.0,Clothing
92,Twitter,The cotton shirts are breathable and stylish.,2025-03-10 11:15:08,0.77,Clothing
93,LinkedIn,The dessert was decent but lacked variety.,2025-01-08 16:05:04,0.0,Dining
94,LinkedIn,The pasta sauce was watery and flavorless.,2025-02-20 15:50:58,-0.6,Dining
95,Twitter,Exploring new gluten-free items at the store.,2025-02-27 03:21:14,0.61,Groceries
96,Facebook,Fruits were overripe and spoiled quickly.,2025-03-18 15:30:23,-0.78,Groceries
97,Instagram,Excited about trying homemade kombucha.,2025-01-16 17:41:22,0.79,Groceries
98,Instagram,Stocked up on natural sweeteners.,2025-02-23 03:13:53,0.71,Groceries
99,Facebook,The comedy skit had a few laughs but was average.,2025-03-07 14:24:48,0.0,Entertainment
100,Instagram,The smart plug loses connection frequently.,2025-03-06 04:37:07,-0.74,Electronics
101,Instagram,"Got a smart lock, enhancing my home's security.",2025-01-10 15:38:45,0.74,Electronics
102,Twitter,Exploring different portable charger options.,2025-01-14 19:02:35,0.0,Electronics
103,LinkedIn,Lack of consistency affecting progress.,2025-03-04 01:14:22,-0.84,Health
104,Instagram,The festival was lively but a bit overwhelming.,2025-01-15 13:40:59,0.0,Travel
105,LinkedIn,Checking compatibility for smart home devices.,2025-03-15 11:19:28,0.0,Electronics
106,Twitter,The prices were too high for the quality.,2025-02-24 04:30:39,-0.79,Dining
107,Facebook,Staying hydrated improved my focus.,2025-03-02 08:25:32,0.92,Health
108,Facebook,Learning about the latest Wi-Fi extender options.,2025-02-10 00:22:51,0.0,Electronics
109,LinkedIn,The crime series had interesting characters but a weak plot.,2025-01-30 13:47:31,0.0,Entertainment
110,Twitter,The comedy skit had a few laughs but was average.,2025-03-18 00:07:05,0.0,Entertainment
111,Instagram,The chef’s special was okay but not exceptional.,2025-02-05 00:38:20,0.0,Dining
112,LinkedIn,The sightseeing trip was too rushed.,2025-02-25 00:35:14,-0.71,Travel
113,Instagram,Too many additives in sugar-free snacks.,2025-01-08 21:10:19,-0.99,Groceries
114,Facebook,The magic show was full of surprises.,2025-02-16 15:38:34,0.81,Entertainment
115,LinkedIn,"Tried gluten-free pancakes, loved them!",2025-01-19 00:11:12,0.79,Groceries
116,Facebook,Battery life of the fitness tracker is disappointing.,2025-03-04 10:47:13,-0.98,Electronics
117,Instagram,Compared plant-based milks for taste.,2025-02-27 17:21:47,0.0,Groceries
118,Facebook,Practicing coding questions daily.,2025-03-10 22:05:50,0.0,Education
119,Instagram,The lake cruise had picturesque views.,2025-03-19 01:55:11,0.75,Travel
120,LinkedIn,The meal was decent but nothing extraordinary.,2025-02-22 02:26:05,0.0,Dining
121,Facebook,The appetizers were mouth-watering.,2025-02-17 01:48:55,0.84,Dining
122,Facebook,Loved the creative plating of the dishes.,2025-03-16 10:21:32,0.91,Dining
123,LinkedIn,Compared different types of sweeteners.,2025-02-08 09:44:41,0.0,Groceries
124,LinkedIn,Vegetables wilted after just one day.,2025-03-04 07:43:58,-0.94,Groceries
125,LinkedIn,The hot air balloon ride was overpriced.,2025-03-09 22:42:56,-0.59,Travel
126,Facebook,Healthy choices make me feel better.,2025-03-07 08:04:07,0.5,Groceries
127,Instagram,Trying to improve my coding speed.,2025-02-25 13:18:41,0.0,Education
128,LinkedIn,"Poor stitching, threads coming out.",2025-03-12 12:17:07,-0.83,Clothing
129,Facebook,The drinks were served in unclean glasses.,2025-01-06 15:50:03,-0.97,Dining
130,Twitter,Practicing gratitude improved my emotional health.,2025-01-21 07:43:34,0.54,Health
131,Instagram,Loaded up on protein-packed superfoods.,2025-02-04 13:06:17,0.54,Groceries
132,LinkedIn,The cultural festival was lively and vibrant.,2025-01-14 13:42:59,0.67,Travel
133,LinkedIn,Thrilled with the elegance of the evening gown.,2025-03-17 16:51:00,0.91,Clothing
134,Facebook,The salad dressing was too vinegary.,2025-01-30 12:46:01,-0.82,Groceries
135,Twitter,"The organic produce had a lot of dirt, difficult to clean.",2025-03-12 04:44:01,-0.7,Groceries
136,Facebook,Started exploring a new learning platform.,2025-02-27 02:44:48,0.0,Education
137,Instagram,The wireless connectivity of my new printer is flawless.,2025-01-03 11:27:11,0.7,Electronics
138,Facebook,"The service was average, nothing special.",2025-01-17 18:16:02,0.0,Dining
139,Twitter,Feeling more productive with regular stretching.,2025-01-16 06:48:40,0.68,Health
140,Twitter,Read reviews on different pantry essentials.,2025-02-01 09:41:25,0.0,Groceries
141,Twitter,Loved the ambiance and friendly staff.,2025-01-03 01:17:37,0.87,Dining
142,Instagram,The stitching is top-notch and durable.,2025-02-03 00:58:46,0.87,Clothing
143,Facebook,The fit is flattering and comfortable.,2025-02-21 00:08:26,0.88,Clothing
144,Twitter,Switching between high and low-impact workouts.,2025-01-07 11:07:04,0.0,Health
145,Twitter,The tacos were bland and lacked spices.,2025-02-25 11:58:23,-0.9,Dining
146,Twitter,Signed up for a time management course.,2025-02-13 21:41:14,0.0,Education
147,Facebook,The ambiance was relaxing but nothing exciting.,2025-01-16 14:52:36,0.0,Dining
148,Twitter,"The jeans feel decent, fit is standard.",2025-02-05 17:30:38,0.0,Clothing
149,LinkedIn,Smart air purifier emits strange noises.,2025-02-15 14:22:19,-0.7,Electronics
150,LinkedIn,Found stones in the packet of lentils.,2025-01-21 19:44:38,-0.72,Groceries
151,LinkedIn,The salad was fresh but plain.,2025-02-12 02:17:19,0.0,Dining
152,Facebook,The collection of trendy jackets is impressive.,2025-02-13 11:51:31,0.83,Clothing
153,LinkedIn,Smoothie bowls are my new favorite breakfast.,2025-01-31 19:23:50,0.84,Health
154,Facebook,The festival created wonderful memories.,2025-02-24 13:36:08,0.53,Entertainment
155,LinkedIn,Exploring AI-powered educational tools.,2025-01-05 05:15:19,0.55,Education
156,LinkedIn,The beach was overcrowded and dirty.,2025-02-12 07:58:57,-0.82,Travel
157,Twitter,"Shifted to herbal teas, taste is fine.",2025-02-15 20:32:27,0.0,Health
158,Twitter,Difficulty understanding blockchain concepts.,2025-02-22 14:10:17,-0.8,Education
159,Facebook,Reviewing basic concepts in database management.,2025-01-29 07:52:03,0.0,Education
160,Instagram,The flight experience was chaotic.,2025-01-13 05:52:39,-0.58,Travel
161,LinkedIn,The portable charger stopped working unexpectedly.,2025-02-13 17:57:15,-0.82,Electronics
162,Facebook,The sightseeing tour was well-planned.,2025-01-13 20:08:35,0.0,Travel
163,LinkedIn,Smartwatch struggles with notifications.,2025-02-01 06:47:14,-0.9,Electronics
164,Twitter,Attending yoga classes occasionally.,2025-01-30 17:23:50,0.0,Health
165,Twitter,Pleased with the durability of the sportswear.,2025-02-17 11:53:16,0.68,Clothing
166,LinkedIn,Researching compatibility of smart assistant devices.,2025-01-11 12:49:55,0.0,Electronics
167,Twitter,Projector quality is poor in daylight.,2025-01-11 07:33:40,-0.88,Electronics
168,Instagram,Falling behind on my certification goals.,2025-02-13 02:36:38,-0.76,Education
169,Instagram,Developed a mobile app as part of my course.,2025-01-05 17:12:09,0.94,Education
170,Instagram,Exploring options for academic certifications.,2025-02-12 00:42:15,0.0,Education
171,Instagram,The cultural performances were interesting.,2025-03-11 20:02:01,0.0,Travel
172,LinkedIn,Really happy with the cozy feel of the sweater.,2025-01-04 02:14:36,0.57,Clothing
173,Facebook,The hotel stay was comfortable but not luxurious.,2025-02-12 09:58:47,0.0,Travel
174,Twitter,The colors look similar to what was shown.,2025-03-19 19:40:12,0.0,Clothing
175,Instagram,Graphics card overheats under load.,2025-01-24 16:20:00,-0.99,Electronics
176,Instagram,The flavors were mild and lacked excitement.,2025-02-27 03:30:53,0.0,Dining
177,Twitter,Smart air purifier emits strange noises.,2025-01-09 21:30:14,-0.6,Electronics
178,LinkedIn,The ambiance was nice but a bit too noisy.,2025-02-22 10:46:38,0.0,Dining
179,Facebook,Started exploring a new learning platform.,2025-02-10 08:22:46,0.0,Education
180,LinkedIn,Felt welcomed by the warm and inviting atmosphere.,2025-01-07 02:27:21,0.56,Dining
181,LinkedIn,"The organic produce had a lot of dirt, difficult to clean.",2025-02-16 08:26:17,-0.86,Groceries
182,Facebook,The musical had an emotional and powerful performance.,2025-01-21 01:19:38,0.57,Entertainment
183,Facebook,The traditional wear is elegant and fits well.,2025-02-21 11:46:16,0.96,Clothing
184,Instagram,The food tour in Italy was a delight.,2025-03-04 14:26:17,0.7,Travel
185,Twitter,Weekly meal preps are keeping me on track.,2025-01-25 15:53:39,0.86,Health
186,LinkedIn,Experiencing better sleep after daily meditation.,2025-02-12 21:36:06,0.97,Health
187,Instagram,"Bought the jacket, looks alright.",2025-01-24 22:54:24,0.0,Clothing
188,Instagram,Found cold-pressed coconut oil at a discount.,2025-01-26 20:36:30,0.52,Groceries
189,LinkedIn,Improved immunity with a vitamin-rich diet.,2025-02-11 18:57:14,0.99,Health
190,Facebook,Attended an inspiring webinar on technology.,2025-02-19 12:29:19,0.63,Education
191,Instagram,New running shoes are comfortable but pricey.,2025-02-13 14:35:56,0.0,Health
192,Twitter,The seams are poorly stitched.,2025-01-21 22:09:21,-0.86,Clothing
193,Instagram,The train journey had scenic landscapes.,2025-02-21 10:57:27,0.92,Travel
194,Instagram,The portion sizes were generous and satisfying.,2025-01-13 00:41:43,1.0,Dining
195,Instagram,"Switched to a new gym, seems decent.",2025-01-17 18:02:33,0.0,Health
196,Twitter,The musical lacked memorable songs.,2025-01-08 03:10:14,-0.87,Entertainment
197,Twitter,Poor fabric quality for the price.,2025-01-03 00:10:38,-0.68,Clothing
198,Instagram,Morning walks improve my mood and focus.,2025-01-21 12:47:34,0.96,Health
199,LinkedIn,The prices were too high for the quality.,2025-01-17 14:16:50,-0.96,Dining
200,LinkedIn,Checked shelf life of perishable items.,2025-01-26 13:44:23,0.0,Groceries
201,Facebook,Looked for deals on low-sodium soups.,2025-01-10 04:36:56,0.0,Groceries
202,Facebook,The collection of trendy jackets is impressive.,2025-01-28 09:48:09,0.56,Clothing
203,Instagram,Trying new remedies with little success.,2025-01-14 17:48:20,-0.81,Health
204,Facebook,New supplements causing side effects.,2025-02-22 19:34:50,-0.87,Health
205,Facebook,The ski resort had perfect slopes.,2025-02-19 17:19:39,0.56,Travel
206,Instagram,Great discounts on trendy apparel this season.,2025-01-21 05:42:10,0.63,Clothing
207,Twitter,The hemline stitching is uneven.,2025-03-13 22:32:10,-0.75,Clothing
208,Twitter,Exploring various open-source contributions.,2025-01-19 09:46:20,0.0,Education
209,Twitter,Discovered a great noise-canceling headset.,2025-01-05 15:12:18,0.65,Electronics
210,Facebook,No improvement after trying natural remedies.,2025-01-26 11:53:26,-0.98,Health
211,Instagram,The seating was uncomfortable and cramped.,2025-02-18 05:59:44,-0.69,Dining
212,LinkedIn,"Not happy with the quality, feels very cheap.",2025-01-15 02:00:08,-0.51,Clothing
213,Facebook,Lack of motivation to explore AI research.,2025-01-19 10:53:19,-0.83,Education
214,LinkedIn,Signed up for an introductory Python course.,2025-02-22 18:21:08,0.0,Education
215,LinkedIn,The presentation was neat but lacked creativity.,2025-02-24 03:00:48,0.0,Dining
216,Facebook,The presentation was neat but lacked creativity.,2025-01-04 03:47:35,0.0,Dining
217,Instagram,"The fabric feels normal, nothing extraordinary.",2025-03-18 08:15:48,0.0,Clothing
218,Facebook,Hydration routine is inconsistent.,2025-01-31 01:16:15,-0.98,Health
219,Instagram,The vegan butter was greasy and flavorless.,2025-01-12 05:45:44,-0.9,Groceries
220,Twitter,Excited to explore new fermented foods.,2025-02-03 05:20:36,0.69,Groceries
221,LinkedIn,The cruise was enjoyable but not exceptional.,2025-01-17 06:04:19,0.0,Travel
222,Instagram,The pasta sauce was watery and flavorless.,2025-01-22 01:17:22,-0.83,Dining
223,Facebook,Feeling stuck despite exploring coding resources.,2025-03-11 21:30:00,-0.91,Education
224,Facebook,Projector quality is poor in daylight.,2025-03-21 21:47:31,-0.66,Electronics
225,Twitter,The comedy skit had brilliant timing.,2025-01-02 04:29:36,0.69,Entertainment
226,Instagram,Learning introductory concepts of Kubernetes.,2025-03-16 13:47:02,0.0,Education
227,LinkedIn,Reading articles on AI ethics and governance.,2025-03-13 00:20:14,0.0,Education
228,Twitter,Grateful for amazing mentors guiding me.,2025-03-11 01:16:52,0.86,Education
229,Twitter,Examined the quality of packaged lentils.,2025-01-07 18:23:44,0.0,Groceries
230,LinkedIn,The shirt lost its shape after washing.,2025-02-26 11:28:43,-0.52,Clothing
231,LinkedIn,Fruit packaging was torn and leaking.,2025-01-04 20:14:41,-0.51,Groceries
232,Instagram,Honey had crystallized and was unusable.,2025-02-17 13:51:38,-0.79,Groceries
233,Instagram,Reading articles on AI ethics and governance.,2025-03-06 23:33:32,0.0,Education
234,Twitter,The comedy series had a few good moments.,2025-01-11 02:18:55,0.0,Entertainment
235,Facebook,Health podcasts are not motivating.,2025-03-05 10:34:26,-0.77,Health
236,Facebook,The action film had a fast-paced storyline.,2025-03-09 03:59:40,0.69,Entertainment
237,Instagram,The spa retreat was relaxing and rejuvenating.,2025-01-03 19:16:42,0.9,Travel
238,Facebook,"Upgraded my graphics card, gaming feels more real.",2025-01-16 03:14:01,0.65,Electronics
239,LinkedIn,Weekly fitness challenges keep me on my toes.,2025-01-21 14:16:18,0.0,Health
240,Facebook,Pantry essentials had inconsistent quality.,2025-03-15 17:46:45,-1.0,Groceries
241,LinkedIn,The new summer collection is stunning!,2025-02-11 15:49:41,0.81,Clothing
242,Twitter,The pasta sauce was watery and flavorless.,2025-02-14 19:55:35,-0.85,Dining
243,LinkedIn,Skipped coding challenges for a week.,2025-01-18 10:01:30,-0.58,Education
244,LinkedIn,The festival celebrations were vibrant.,2025-01-08 17:18:38,0.67,Travel
245,Instagram,The ziplining experience was a thrill.,2025-03-10 03:55:44,0.87,Travel
246,Twitter,Impressed with the clarity of my new webcam.,2025-03-16 08:37:49,0.86,Electronics
247,Facebook,The design looks outdated and dull.,2025-02-09 02:37:50,-0.98,Clothing
248,Instagram,The drinks menu had options but nothing unique.,2025-03-11 07:24:52,0.0,Dining
249,Twitter,The new indie film was a pleasant surprise.,2025-01-01 15:15:21,0.55,Entertainment
250,LinkedIn,Lack of practical applications affects motivation.,2025-02-01 05:28:43,-0.72,Education
251,LinkedIn,The game had immersive gameplay and great graphics.,2025-02-24 02:51:27,0.94,Entertainment
252,Facebook,Enjoyed the rooftop dining experience.,2025-01-21 04:39:14,0.76,Dining
253,Instagram,Smart home system crashes during updates.,2025-01-11 17:54:45,-0.58,Electronics
254,Twitter,The summer camp had a lot of fun activities.,2025-03-14 16:25:24,1.0,Travel
255,LinkedIn,The meditation retreat was too basic.,2025-02-04 02:03:04,-0.93,Travel
256,Instagram,"Checked the stitching, seems fine.",2025-01-02 18:47:48,0.0,Clothing
257,Twitter,Practicing SQL queries with confidence.,2025-03-15 13:09:22,0.66,Education
258,Instagram,The sushi was not fresh at all.,2025-03-03 04:10:01,-0.59,Dining
259,LinkedIn,"Consuming more fiber, effects yet to show.",2025-03-15 17:19:39,0.0,Health
260,Instagram,The dessert was decent but lacked variety.,2025-01-09 10:03:48,0.0,Dining
261,Twitter,The flight experience was chaotic.,2025-02-24 11:32:07,-0.7,Travel
262,Instagram,Skin issues despite a healthy diet.,2025-03-18 05:16:32,-0.57,Health
263,Facebook,Noticed minor differences from the image.,2025-01-01 02:04:20,0.0,Clothing
264,Instagram,The ziplining was fun but brief.,2025-01-26 21:03:11,0.0,Travel
265,Twitter,The guided tour lacked proper information.,2025-01-23 04:34:16,-0.57,Travel
266,LinkedIn,Struggling to apply theoretical knowledge.,2025-03-20 14:32:33,-0.83,Education
267,Facebook,Healthy foods keep my family energized.,2025-01-04 00:49:25,0.66,Groceries
268,LinkedIn,Consuming more omega-3 is helping my heart.,2025-03-08 06:18:05,0.51,Health
269,Facebook,Received wrong flavors in my yogurt order.,2025-02-19 22:01:13,-0.61,Groceries
270,Twitter,The scarf is fine for casual wear.,2025-01-16 05:02:02,0.0,Clothing
271,Facebook,The cereals tasted stale after opening.,2025-01-29 02:25:13,-0.95,Groceries
272,LinkedIn,Disappointed with the quality of vegetables this time.,2025-03-16 20:29:31,-0.74,Groceries
273,LinkedIn,Switching to plant-based alternatives occasionally.,2025-01-12 12:18:48,0.0,Health
274,Facebook,The award show was full of memorable moments.,2025-01-16 00:33:30,0.69,Entertainment
275,Twitter,Checking user feedback on wireless keyboards.,2025-03-16 08:15:59,0.0,Electronics
276,Instagram,The formal shirt looks decent for work.,2025-01-01 09:29:54,0.0,Clothing
277,Twitter,The staff was courteous but not engaging.,2025-03-19 12:29:11,0.0,Dining
278,Instagram,The formal shirt looks decent for work.,2025-01-07 13:40:26,0.0,Clothing
279,Facebook,Impressed by the creative presentation of the dishes.,2025-01-23 00:37:00,0.76,Dining
280,LinkedIn,The river rafting adventure was intense.,2025-01-04 11:03:43,0.85,Travel
281,Facebook,The new album from my favorite artist was incredible.,2025-01-25 05:50:05,0.64,Entertainment
282,Facebook,The crime series had interesting characters but a weak plot.,2025-01-01 18:07:41,0.0,Entertainment
283,Twitter,Gained confidence in public speaking.,2025-02-28 08:21:39,0.66,Education
284,Facebook,Exploring options for organic grains.,2025-01-30 19:32:37,0.0,Groceries
285,Facebook,Delighted with the variety of dairy-free cheeses.,2025-01-11 01:39:04,0.99,Groceries
286,Facebook,"Received my package, haven’t tried it yet.",2025-02-08 05:20:17,0.0,Clothing
287,Instagram,The dress hugs the body in all the right places.,2025-01-02 18:35:15,0.55,Clothing
288,Instagram,Frozen items thawed too quickly during delivery.,2025-02-10 02:22:16,-0.87,Groceries
289,Facebook,The award show was full of memorable moments.,2025-01-15 19:04:42,0.74,Entertainment
290,Facebook,Loved the beautiful embroidery on the kurta.,2025-01-30 15:14:47,0.6,Clothing
291,Twitter,"My wireless charger is so convenient, love it!",2025-01-07 00:30:08,0.83,Electronics
292,Instagram,Camping under the stars was unforgettable.,2025-02-23 02:14:03,0.55,Travel
293,LinkedIn,Experimenting with app development concepts.,2025-02-12 13:03:52,0.0,Education
294,Facebook,The horror movie had weak character development.,2025-03-16 21:23:53,-0.69,Entertainment
295,Facebook,The tea was served lukewarm.,2025-01-14 12:20:16,-0.76,Dining
296,LinkedIn,The horror movie had potential but was underwhelming.,2025-03-15 13:05:14,0.0,Entertainment
297,Instagram,The video game had good graphics but weak gameplay.,2025-03-01 17:27:21,0.0,Entertainment
298,Twitter,The menu had a variety but lacked uniqueness.,2025-02-22 11:21:33,0.0,Dining
299,LinkedIn,The chef's special was a letdown.,2025-03-07 19:15:34,-0.79,Dining
300,LinkedIn,Exploring options for homemade sauces.,2025-01-10 18:39:59,0.0,Groceries
301,Instagram,Attended a lecture but felt it was too basic.,2025-03-14 16:34:02,0.0,Education
302,Instagram,Excited to mentor fellow learners.,2025-02-19 12:35:45,0.8,Education
303,LinkedIn,Graphics card overheats under load.,2025-01-20 04:21:09,-0.61,Electronics
304,Twitter,Flight delays ruined my trip.,2025-01-04 01:04:21,-1.0,Travel
305,LinkedIn,Exploring fermented foods for gut health.,2025-01-23 11:33:38,0.67,Groceries
306,Twitter,The ambiance was perfect for celebrations.,2025-03-11 19:42:04,0.87,Dining
307,Facebook,Smart speaker randomly restarts.,2025-02-14 06:21:54,-0.59,Electronics
308,Instagram,The mountaineering session was challenging.,2025-03-14 09:10:12,0.0,Travel
309,LinkedIn,The movie was okay but nothing extraordinary.,2025-01-07 18:37:59,0.0,Entertainment
310,LinkedIn,The staff was polite but seemed disinterested.,2025-01-08 09:31:30,0.0,Dining
311,Twitter,Smart plug randomly disconnects from Wi-Fi.,2025-02-04 12:15:33,-0.82,Electronics
312,Facebook,The prices were too high for the quality.,2025-02-13 10:00:41,-0.69,Dining
313,Facebook,Grateful for access to holistic healing resources.,2025-01-08 10:37:50,0.93,Health
